121335214	"富士川右岸 H106"	NULL	21335	"甲府河川国道事務所"	"こうふかせんこくどうじむしょ"	"国土交通省"	83	"関東地方整備局"	1	"21335214"	138.538724000	35.223319000	83046000	"富士川"	8303080001	83046001	"富士川"	2201207	"富士宮市"	"静岡県富士宮市内房地先"	NULL	0	2	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/121335214.jpg"
121335215	"富士川左岸 H96"	NULL	21335	"甲府河川国道事務所"	"こうふかせんこくどうじむしょ"	"国土交通省"	83	"関東地方整備局"	1	"21335215"	138.552511000	35.207206000	83046000	"富士川"	8303080001	83046001	"富士川"	2201207	"富士宮市"	"静岡県富士宮市長貫地先"	NULL	0	2	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/121335215.jpg"
121335216	"富士川右岸 H95"	NULL	21335	"甲府河川国道事務所"	"こうふかせんこくどうじむしょ"	"国土交通省"	83	"関東地方整備局"	1	"21335216"	138.552146000	35.203802000	83046000	"富士川"	8303080001	83046001	"富士川"	2201207	"富士宮市"	"静岡県富士宮市内房地先"	NULL	0	2	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/121335216.jpg"
121335217	"富士川左岸 H89"	NULL	21335	"甲府河川国道事務所"	"こうふかせんこくどうじむしょ"	"国土交通省"	83	"関東地方整備局"	1	"21335217"	138.563717000	35.194730000	83046000	"富士川"	8303080001	83046001	"富士川"	2201207	"富士宮市"	"静岡県富士宮市羽鮒地先"	NULL	0	2	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/121335217.jpg"
121335218	"富士川左岸 H86"	NULL	21335	"甲府河川国道事務所"	"こうふかせんこくどうじむしょ"	"国土交通省"	83	"関東地方整備局"	1	"21335218"	138.568481000	35.192499000	83046000	"富士川"	8303080001	83046001	"富士川"	2201207	"富士宮市"	"静岡県富士宮市羽鮒地先"	NULL	0	2	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/121335218.jpg"
121335219	"富士川右岸 H76"	NULL	21335	"甲府河川国道事務所"	"こうふかせんこくどうじむしょ"	"国土交通省"	83	"関東地方整備局"	1	"21335219"	138.590405000	35.192043000	83046000	"富士川"	8303080001	83046001	"富士川"	2201210	"富士市"	"静岡県富士市北松野地先"	NULL	0	2	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/121335219.jpg"
121335220	"富士川左岸 H75"	NULL	21335	"甲府河川国道事務所"	"こうふかせんこくどうじむしょ"	"国土交通省"	83	"関東地方整備局"	1	"21335220"	138.592213000	35.193700000	83046000	"富士川"	8303080001	83046001	"富士川"	2201207	"富士宮市"	"静岡県富士宮市沼久保地先"	NULL	0	2	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/121335220.jpg"
121335221	"富士川右岸 H56"	NULL	21335	"甲府河川国道事務所"	"こうふかせんこくどうじむしょ"	"国土交通省"	83	"関東地方整備局"	1	"21335221"	138.618348000	35.172160000	83046000	"富士川"	8303080001	83046001	"富士川"	2201210	"富士市"	"静岡県富士市木島地先"	NULL	0	2	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/121335221.jpg"
121824031	"天竜川　14k200　右岸"	NULL	21824	"浜松河川国道事務所"	"はままつかせんこくどうじむしょ"	"国土交通省"	85	"中部地方整備局"	1	"21824031"	137.814475000	34.773350000	85050000	"天竜川"	8505050001	85050001	"天竜川"	2201202	"浜松市"	"中央区豊町"	NULL	0	2	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/121824031.jpg"
121824032	"天竜川　15k200　右岸"	NULL	21824	"浜松河川国道事務所"	"はままつかせんこくどうじむしょ"	"国土交通省"	85	"中部地方整備局"	1	"21824032"	137.818390000	34.781240000	85050000	"天竜川"	8505050001	85050001	"天竜川"	2201202	"浜松市"	"浜北区竜南"	NULL	0	2	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/121824032.jpg"
