108449045	"加茂川／津山市加茂町中原（東西橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449045"	134.055390000	35.171770000	87077000	"吉井川"	NULL	87077029	"加茂川"	3301203	"津山市"	"岡山県津山市加茂町中原"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449045.jpg"
108449046	"久米川／津山市南方中（若草橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449046"	133.900417000	35.058750000	87077000	"吉井川"	NULL	87077036	"久米川"	3301203	"津山市"	"岡山県津山市南方中"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449046.jpg"
108449047	"今立川／里庄町浜中（浜中橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449047"	133.531167000	34.498300000	87604000	"今立川"	NULL	87604778	"今立川"	3301445	"浅口郡里庄町"	"岡山県浅口郡里庄町浜中"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449047.jpg"
108449048	"新本川／総社市久代（新大黒橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449048"	133.675333000	34.672667000	87079000	"高梁川"	NULL	87079013	"新本川"	3301208	"総社市"	"岡山県総社市久代"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449048.jpg"
108449049	"小坂部川／新見市大佐小阪部（新矢矧橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449049"	133.568143000	35.084833000	87079000	"高梁川"	NULL	87079028	"小坂部川"	3301210	"新見市"	"岡山県新見市大佐小阪部"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449049.jpg"
108449050	"金剛川／備前市吉永町吉永中（寺橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449050"	134.208087000	34.810285000	87077000	"吉井川"	NULL	87077016	"金剛川"	3301211	"備前市"	"岡山県備前市吉永町吉永中"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449050.jpg"
108449051	"金剛川／備前市三石（守石橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449051"	134.273500000	34.799028000	87077000	"吉井川"	NULL	87077016	"金剛川"	3301211	"備前市"	"岡山県備前市三石"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449051.jpg"
108449052	"旭川／真庭市草加部（大上橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449052"	133.707810000	35.081722000	87078000	"旭川"	NULL	87078001	"旭川"	3301214	"真庭市"	"岡山県真庭市草加部"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449052.jpg"
108449053	"旭川／真庭市久見（加佐見橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449053"	133.729806000	35.174778000	87078000	"旭川"	NULL	87078001	"旭川"	3301214	"真庭市"	"岡山県真庭市久見"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449053.jpg"
108449054	"旭川／真庭市蒜山上長田（龍頭橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449054"	133.702611000	35.287500000	87078000	"旭川"	NULL	87078001	"旭川"	3301214	"真庭市"	"岡山県真庭市蒜山上長田"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449054.jpg"
108449055	"備中川／真庭市上水田（上水田橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449055"	133.645694000	34.966222000	87078000	"旭川"	NULL	87078033	"備中川"	3301214	"真庭市"	"岡山県真庭市上水田"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449055.jpg"
108449056	"吉野川／美作市川北（大還橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449056"	134.222611000	35.014611000	87077000	"吉井川"	NULL	87077023	"吉野川"	3301215	"美作市"	"岡山県美作市川北"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449056.jpg"
108449057	"吉野川／美作市中町（新千歳橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449057"	134.326556000	35.109140000	87077000	"吉井川"	NULL	87077023	"吉野川"	3301215	"美作市"	"岡山県美作市中町"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449057.jpg"
108449058	"汐入川／早島町前潟"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449058"	133.824389000	34.596417000	87600000	"倉敷川"	NULL	87600008	"汐入川"	3301423	"都窪郡早島町"	"岡山県都窪郡早島町前潟"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449058.jpg"
108449059	"新庄川／里庄町新庄（2005号橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449059"	133.543889000	34.506083000	87604000	"今立川"	NULL	87604003	"新庄川"	3301445	"浅口郡里庄町"	"岡山県浅口郡里庄町新庄"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449059.jpg"
108449060	"新庄川／新庄村（宝田橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449060"	133.571275000	35.174963000	87078000	"旭川"	NULL	87078037	"新庄川"	3301586	"真庭郡新庄村"	"岡山県真庭郡新庄村"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449060.jpg"
108449061	"香々美川／鏡野町竹田（竹田大橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449061"	133.933806000	35.093550000	87077000	"吉井川"	NULL	87077037	"香々美川"	3301606	"苫田郡鏡野町"	"岡山県苫田郡鏡野町竹田"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449061.jpg"
108449062	"滝川／勝央町平（太平橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449062"	134.116083000	35.045278000	87077000	"吉井川"	NULL	87077141	"滝川"	3301622	"勝田郡勝央町"	"岡山県勝田郡勝央町平"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449062.jpg"
108449063	"名義川／奈義町広岡（八幡殿橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449063"	134.170444000	35.119556000	87077000	"吉井川"	NULL	87077145	"名義川"	3301623	"勝田郡奈義町"	"岡山県勝田郡奈義町広岡"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449063.jpg"
108449064	"吉野川／西粟倉村長尾（高田橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449064"	134.335556000	35.169194000	87077000	"吉井川"	NULL	87077023	"吉野川"	3301643	"英田郡西粟倉村"	"岡山県英田郡西粟倉村長尾"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449064.jpg"
108449065	"誕生寺川／久米南町下弓削（西入橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449065"	133.957778000	34.927111000	87078000	"旭川"	NULL	87078023	"誕生寺川"	3301663	"久米郡久米南町"	"岡山県久米郡久米南町下弓削"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449065.jpg"
108449066	"通谷川／美咲町西川（利当橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449066"	133.834056000	34.974000000	87078000	"旭川"	NULL	87078028	"通谷川"	3301666	"久米郡美咲町"	"岡山県久米郡美咲町西川"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449066.jpg"
108449067	"宇甘川／吉備中央町下加茂（加茂新橋）"	NULL	8449	"岡山県"	"おかやまけん"	NULL	87	"中国地方整備局"	1	"8449067"	133.808778000	34.860944000	87078000	"旭川"	NULL	87078017	"宇甘川"	3301681	"加賀郡吉備中央町"	"岡山県加賀郡吉備中央町下加茂"	NULL	0	1	4	NULL	NULL	NULL	"https://cam.river.go.jp/cam/normal/108449067.jpg"
122313074	"高梁川　7K800右岸"	NULL	22313	"岡山河川事務所"	"おかやまかせんじむしょ"	NULL	87	"中国地方整備局"	1	"22313074"	133.722080000	34.597544000	87079000	"高梁川"	NULL	87079001	"高梁川"	3301202	"倉敷市"	"岡山県倉敷市船穂町水江"	NULL	0	2	4	NULL	NULL	NULL	NULL
122313075	"高梁川　13K800右岸"	NULL	22313	"岡山河川事務所"	"おかやまかせんじむしょ"	NULL	87	"中国地方整備局"	1	"22313075"	133.722520000	34.631203000	87079000	"高梁川"	NULL	87079001	"高梁川"	3301202	"倉敷市"	"岡山県倉敷市真備町川辺"	NULL	0	2	4	NULL	NULL	NULL	NULL
122313076	"高梁川　16K400右岸"	NULL	22313	"岡山河川事務所"	"おかやまかせんじむしょ"	NULL	87	"中国地方整備局"	1	"22313076"	133.724973000	34.653345000	87079000	"高梁川"	NULL	87079001	"高梁川"	3301208	"総社市"	"岡山県総社市下原"	NULL	0	2	4	NULL	NULL	NULL	NULL
122313077	"高梁川　22K600左岸"	NULL	22313	"岡山河川事務所"	"おかやまかせんじむしょ"	NULL	87	"中国地方整備局"	1	"22313077"	133.719345000	34.703578000	87079000	"高梁川"	NULL	87079001	"高梁川"	3301208	"総社市"	"岡山県総社市宍粟"	NULL	0	2	4	NULL	NULL	NULL	NULL
122313078	"小田川　0K600右岸"	NULL	22313	"岡山河川事務所"	"おかやまかせんじむしょ"	NULL	87	"中国地方整備局"	1	"22313078"	133.715447200	34.628534600	87079000	"高梁川"	NULL	87079012	"小田川"	3301202	"倉敷市"	"岡山県倉敷市真備町川辺"	NULL	0	2	4	NULL	NULL	NULL	NULL
122313079	"小田川　3K400左岸"	NULL	22313	"岡山河川事務所"	"おかやまかせんじむしょ"	NULL	87	"中国地方整備局"	1	"22313079"	133.689709000	34.621868000	87079000	"高梁川"	NULL	87079012	"小田川"	3301202	"倉敷市"	"岡山県倉敷市真備町箭田"	NULL	0	2	4	NULL	NULL	NULL	NULL
122313080	"小田川　4K200右岸"	NULL	22313	"岡山河川事務所"	"おかやまかせんじむしょ"	NULL	87	"中国地方整備局"	1	"22313080"	133.681225000	34.619443000	87079000	"高梁川"	NULL	87079012	"小田川"	3301202	"倉敷市"	"岡山県倉敷市真備町服部"	NULL	0	2	4	NULL	NULL	NULL	NULL
